,0
Atelectasis,0.7268300669580764
Cardiomegaly,0.8535790469979082
Effusion,0.8188297730708445
Infiltration,0.6417175926847498
Mass,0.7773897163563155
Nodule,0.6631585724978326
Pneumonia,0.6891879567132458
Pneumothorax,0.718360929211932
Consolidation,0.7664930763083206
Edema,0.808112699029846
Emphysema,0.6799854267823722
Fibrosis,0.7094648428078306
Pleural_Thickening,0.7101102232495282
Hernia,0.8555211543063439
